Time	Node	Type	Packets	
1832	7	CacheHits	0
1832	7	CacheMisses	1
1832	8	CacheHits	0
1832	8	CacheMisses	1
1833	0	CacheHits	0
1833	0	CacheMisses	0
1833	1	CacheHits	0
1833	1	CacheMisses	0
1833	2	CacheHits	0
1833	2	CacheMisses	1
1833	3	CacheHits	0
1833	3	CacheMisses	0
1833	4	CacheHits	0
1833	4	CacheMisses	0
1833	5	CacheHits	0
1833	5	CacheMisses	1
1833	6	CacheHits	0
1833	6	CacheMisses	1
1833	7	CacheHits	0
1833	7	CacheMisses	1
1833	8	CacheHits	0
1833	8	CacheMisses	1
1834	0	CacheHits	0
1834	0	CacheMisses	0
1834	1	CacheHits	0
1834	1	CacheMisses	0
1834	2	CacheHits	0
1834	2	CacheMisses	1
1834	3	CacheHits	0
1834	3	CacheMisses	0
1834	4	CacheHits	0
1834	4	CacheMisses	0
1834	5	CacheHits	0
1834	5	CacheMisses	1
1834	6	CacheHits	0
1834	6	CacheMisses	1
1834	7	CacheHits	0
1834	7	CacheMisses	1
1834	8	CacheHits	0
1834	8	CacheMisses	1
1835	0	CacheHits	0
1835	0	CacheMisses	0
1835	1	CacheHits	0
1835	1	CacheMisses	0
1835	2	CacheHits	0
1835	2	CacheMisses	1
1835	3	CacheHits	0
1835	3	CacheMisses	0
1835	4	CacheHits	0
1835	4	CacheMisses	0
1835	5	CacheHits	0
1835	5	CacheMisses	1
1835	6	CacheHits	0
1835	6	CacheMisses	1
1835	7	CacheHits	0
1835	7	CacheMisses	1
1835	8	CacheHits	0
1835	8	CacheMisses	1
1836	0	CacheHits	0
1836	0	CacheMisses	0
1836	1	CacheHits	0
1836	1	CacheMisses	0
1836	2	CacheHits	0
1836	2	CacheMisses	1
1836	3	CacheHits	0
1836	3	CacheMisses	0
1836	4	CacheHits	0
1836	4	CacheMisses	0
1836	5	CacheHits	0
1836	5	CacheMisses	1
1836	6	CacheHits	0
1836	6	CacheMisses	1
1836	7	CacheHits	0
1836	7	CacheMisses	1
1836	8	CacheHits	0
1836	8	CacheMisses	1
1837	0	CacheHits	0
1837	0	CacheMisses	0
1837	1	CacheHits	0
1837	1	CacheMisses	0
1837	2	CacheHits	0
1837	2	CacheMisses	1
1837	3	CacheHits	0
1837	3	CacheMisses	0
1837	4	CacheHits	0
1837	4	CacheMisses	0
1837	5	CacheHits	0
1837	5	CacheMisses	1
1837	6	CacheHits	0
1837	6	CacheMisses	1
1837	7	CacheHits	0
1837	7	CacheMisses	1
1837	8	CacheHits	0
1837	8	CacheMisses	1
1838	0	CacheHits	0
1838	0	CacheMisses	0
1838	1	CacheHits	0
1838	1	CacheMisses	0
1838	2	CacheHits	0
1838	2	CacheMisses	1
1838	3	CacheHits	0
1838	3	CacheMisses	0
1838	4	CacheHits	0
1838	4	CacheMisses	0
1838	5	CacheHits	0
1838	5	CacheMisses	1
1838	6	CacheHits	0
1838	6	CacheMisses	1
1838	7	CacheHits	0
1838	7	CacheMisses	1
1838	8	CacheHits	0
1838	8	CacheMisses	1
1839	0	CacheHits	0
1839	0	CacheMisses	0
1839	1	CacheHits	0
1839	1	CacheMisses	0
1839	2	CacheHits	0
1839	2	CacheMisses	1
1839	3	CacheHits	0
1839	3	CacheMisses	0
1839	4	CacheHits	0
1839	4	CacheMisses	0
1839	5	CacheHits	0
1839	5	CacheMisses	1
1839	6	CacheHits	0
1839	6	CacheMisses	1
1839	7	CacheHits	0
1839	7	CacheMisses	1
1839	8	CacheHits	0
1839	8	CacheMisses	1
1840	0	CacheHits	0
1840	0	CacheMisses	0
1840	1	CacheHits	0
1840	1	CacheMisses	0
1840	2	CacheHits	0
1840	2	CacheMisses	1
1840	3	CacheHits	0
1840	3	CacheMisses	0
1840	4	CacheHits	0
1840	4	CacheMisses	0
1840	5	CacheHits	0
1840	5	CacheMisses	1
1840	6	CacheHits	0
1840	6	CacheMisses	1
1840	7	CacheHits	0
1840	7	CacheMisses	1
1840	8	CacheHits	0
1840	8	CacheMisses	1
1841	0	CacheHits	0
1841	0	CacheMisses	0
1841	1	CacheHits	0
1841	1	CacheMisses	0
1841	2	CacheHits	0
1841	2	CacheMisses	1
1841	3	CacheHits	0
1841	3	CacheMisses	0
1841	4	CacheHits	0
1841	4	CacheMisses	0
1841	5	CacheHits	0
1841	5	CacheMisses	1
1841	6	CacheHits	0
1841	6	CacheMisses	1
1841	7	CacheHits	0
1841	7	CacheMisses	1
1841	8	CacheHits	0
1841	8	CacheMisses	1
1842	0	CacheHits	0
1842	0	CacheMisses	0
1842	1	CacheHits	0
1842	1	CacheMisses	0
1842	2	CacheHits	0
1842	2	CacheMisses	1
1842	3	CacheHits	0
1842	3	CacheMisses	0
1842	4	CacheHits	0
1842	4	CacheMisses	0
1842	5	CacheHits	0
1842	5	CacheMisses	1
1842	6	CacheHits	0
1842	6	CacheMisses	1
1842	7	CacheHits	0
1842	7	CacheMisses	1
1842	8	CacheHits	0
1842	8	CacheMisses	1
1843	0	CacheHits	0
1843	0	CacheMisses	0
1843	1	CacheHits	0
1843	1	CacheMisses	0
1843	2	CacheHits	0
1843	2	CacheMisses	1
1843	3	CacheHits	0
1843	3	CacheMisses	0
1843	4	CacheHits	0
1843	4	CacheMisses	0
1843	5	CacheHits	0
1843	5	CacheMisses	1
1843	6	CacheHits	0
1843	6	CacheMisses	1
1843	7	CacheHits	0
1843	7	CacheMisses	1
1843	8	CacheHits	0
1843	8	CacheMisses	1
1844	0	CacheHits	0
1844	0	CacheMisses	0
1844	1	CacheHits	0
1844	1	CacheMisses	0
1844	2	CacheHits	0
1844	2	CacheMisses	1
1844	3	CacheHits	0
1844	3	CacheMisses	0
1844	4	CacheHits	0
1844	4	CacheMisses	0
1844	5	CacheHits	0
1844	5	CacheMisses	1
1844	6	CacheHits	0
1844	6	CacheMisses	1
1844	7	CacheHits	0
1844	7	CacheMisses	1
1844	8	CacheHits	0
1844	8	CacheMisses	1
1845	0	CacheHits	0
1845	0	CacheMisses	0
1845	1	CacheHits	0
1845	1	CacheMisses	0
1845	2	CacheHits	0
1845	2	CacheMisses	1
1845	3	CacheHits	0
1845	3	CacheMisses	0
1845	4	CacheHits	0
1845	4	CacheMisses	0
1845	5	CacheHits	0
1845	5	CacheMisses	1
1845	6	CacheHits	0
1845	6	CacheMisses	1
1845	7	CacheHits	0
1845	7	CacheMisses	1
1845	8	CacheHits	0
1845	8	CacheMisses	1
1846	0	CacheHits	0
1846	0	CacheMisses	0
1846	1	CacheHits	0
1846	1	CacheMisses	0
1846	2	CacheHits	0
1846	2	CacheMisses	1
1846	3	CacheHits	0
1846	3	CacheMisses	0
1846	4	CacheHits	0
1846	4	CacheMisses	0
1846	5	CacheHits	0
1846	5	CacheMisses	1
1846	6	CacheHits	0
1846	6	CacheMisses	1
1846	7	CacheHits	0
1846	7	CacheMisses	1
1846	8	CacheHits	0
1846	8	CacheMisses	1
1847	0	CacheHits	0
1847	0	CacheMisses	0
1847	1	CacheHits	0
1847	1	CacheMisses	0
1847	2	CacheHits	0
1847	2	CacheMisses	1
1847	3	CacheHits	0
1847	3	CacheMisses	0
1847	4	CacheHits	0
1847	4	CacheMisses	0
1847	5	CacheHits	0
1847	5	CacheMisses	1
1847	6	CacheHits	0
1847	6	CacheMisses	1
1847	7	CacheHits	0
1847	7	CacheMisses	1
1847	8	CacheHits	0
1847	8	CacheMisses	1
1848	0	CacheHits	0
1848	0	CacheMisses	0
1848	1	CacheHits	0
1848	1	CacheMisses	0
1848	2	CacheHits	0
1848	2	CacheMisses	1
1848	3	CacheHits	0
1848	3	CacheMisses	0
1848	4	CacheHits	0
1848	4	CacheMisses	0
1848	5	CacheHits	0
1848	5	CacheMisses	1
1848	6	CacheHits	0
1848	6	CacheMisses	1
1848	7	CacheHits	0
1848	7	CacheMisses	1
1848	8	CacheHits	0
1848	8	CacheMisses	1
1849	0	CacheHits	0
1849	0	CacheMisses	0
1849	1	CacheHits	0
1849	1	CacheMisses	0
1849	2	CacheHits	0
1849	2	CacheMisses	1
1849	3	CacheHits	0
1849	3	CacheMisses	0
1849	4	CacheHits	0
1849	4	CacheMisses	0
1849	5	CacheHits	0
1849	5	CacheMisses	1
1849	6	CacheHits	0
1849	6	CacheMisses	1
1849	7	CacheHits	0
1849	7	CacheMisses	1
1849	8	CacheHits	0
1849	8	CacheMisses	1
1850	0	CacheHits	0
1850	0	CacheMisses	0
1850	1	CacheHits	0
1850	1	CacheMisses	0
1850	2	CacheHits	0
1850	2	CacheMisses	1
1850	3	CacheHits	0
1850	3	CacheMisses	0
1850	4	CacheHits	0
1850	4	CacheMisses	0
1850	5	CacheHits	0
1850	5	CacheMisses	1
1850	6	CacheHits	0
1850	6	CacheMisses	1
1850	7	CacheHits	0
1850	7	CacheMisses	1
1850	8	CacheHits	0
1850	8	CacheMisses	1
1851	0	CacheHits	0
1851	0	CacheMisses	0
1851	1	CacheHits	0
1851	1	CacheMisses	0
1851	2	CacheHits	0
1851	2	CacheMisses	1
1851	3	CacheHits	0
1851	3	CacheMisses	0
1851	4	CacheHits	0
1851	4	CacheMisses	0
1851	5	CacheHits	0
1851	5	CacheMisses	1
1851	6	CacheHits	0
1851	6	CacheMisses	1
1851	7	CacheHits	0
1851	7	CacheMisses	1
1851	8	CacheHits	0
1851	8	CacheMisses	1
1852	0	CacheHits	0
1852	0	CacheMisses	0
1852	1	CacheHits	0
1852	1	CacheMisses	0
1852	2	CacheHits	0
1852	2	CacheMisses	1
1852	3	CacheHits	0
1852	3	CacheMisses	0
1852	4	CacheHits	0
1852	4	CacheMisses	0
1852	5	CacheHits	0
1852	5	CacheMisses	1
1852	6	CacheHits	0
1852	6	CacheMisses	1
1852	7	CacheHits	0
1852	7	CacheMisses	1
1852	8	CacheHits	0
1852	8	CacheMisses	1
1853	0	CacheHits	0
1853	0	CacheMisses	0
1853	1	CacheHits	0
1853	1	CacheMisses	0
1853	2	CacheHits	0
1853	2	CacheMisses	1
1853	3	CacheHits	0
1853	3	CacheMisses	0
1853	4	CacheHits	0
1853	4	CacheMisses	0
1853	5	CacheHits	0
1853	5	CacheMisses	1
1853	6	CacheHits	0
1853	6	CacheMisses	1
1853	7	CacheHits	0
1853	7	CacheMisses	1
1853	8	CacheHits	0
1853	8	CacheMisses	1
1854	0	CacheHits	0
1854	0	CacheMisses	0
1854	1	CacheHits	0
1854	1	CacheMisses	0
1854	2	CacheHits	0
1854	2	CacheMisses	1
1854	3	CacheHits	0
1854	3	CacheMisses	0
1854	4	CacheHits	0
1854	4	CacheMisses	0
1854	5	CacheHits	0
1854	5	CacheMisses	1
1854	6	CacheHits	0
1854	6	CacheMisses	1
1854	7	CacheHits	0
1854	7	CacheMisses	1
1854	8	CacheHits	0
1854	8	CacheMisses	1
1855	0	CacheHits	0
1855	0	CacheMisses	0
1855	1	CacheHits	0
1855	1	CacheMisses	0
1855	2	CacheHits	0
1855	2	CacheMisses	1
1855	3	CacheHits	0
1855	3	CacheMisses	0
1855	4	CacheHits	0
1855	4	CacheMisses	0
1855	5	CacheHits	0
1855	5	CacheMisses	1
1855	6	CacheHits	0
1855	6	CacheMisses	1
1855	7	CacheHits	0
1855	7	CacheMisses	1
1855	8	CacheHits	0
1855	8	CacheMisses	1
1856	0	CacheHits	0
1856	0	CacheMisses	0
1856	1	CacheHits	0
1856	1	CacheMisses	0
1856	2	CacheHits	0
1856	2	CacheMisses	1
1856	3	CacheHits	0
1856	3	CacheMisses	0
1856	4	CacheHits	0
1856	4	CacheMisses	0
1856	5	CacheHits	0
1856	5	CacheMisses	1
1856	6	CacheHits	0
1856	6	CacheMisses	1
1856	7	CacheHits	0
1856	7	CacheMisses	1
1856	8	CacheHits	0
1856	8	CacheMisses	1
1857	0	CacheHits	0
1857	0	CacheMisses	0
1857	1	CacheHits	0
1857	1	CacheMisses	0
1857	2	CacheHits	0
1857	2	CacheMisses	1
1857	3	CacheHits	0
1857	3	CacheMisses	0
1857	4	CacheHits	0
1857	4	CacheMisses	0
1857	5	CacheHits	0
1857	5	CacheMisses	1
1857	6	CacheHits	0
1857	6	CacheMisses	1
1857	7	CacheHits	0
1857	7	CacheMisses	1
1857	8	CacheHits	0
1857	8	CacheMisses	1
1858	0	CacheHits	0
1858	0	CacheMisses	0
1858	1	CacheHits	0
1858	1	CacheMisses	0
1858	2	CacheHits	0
1858	2	CacheMisses	1
1858	3	CacheHits	0
1858	3	CacheMisses	0
1858	4	CacheHits	0
1858	4	CacheMisses	0
1858	5	CacheHits	0
1858	5	CacheMisses	1
1858	6	CacheHits	0
1858	6	CacheMisses	1
1858	7	CacheHits	0
1858	7	CacheMisses	1
1858	8	CacheHits	0
1858	8	CacheMisses	1
1859	0	CacheHits	0
1859	0	CacheMisses	0
1859	1	CacheHits	0
1859	1	CacheMisses	0
1859	2	CacheHits	0
1859	2	CacheMisses	1
1859	3	CacheHits	0
1859	3	CacheMisses	0
1859	4	CacheHits	0
1859	4	CacheMisses	0
1859	5	CacheHits	0
1859	5	CacheMisses	1
1859	6	CacheHits	0
1859	6	CacheMisses	1
1859	7	CacheHits	0
1859	7	CacheMisses	1
1859	8	CacheHits	0
1859	8	CacheMisses	1
1860	0	CacheHits	0
1860	0	CacheMisses	0
1860	1	CacheHits	0
1860	1	CacheMisses	0
1860	2	CacheHits	0
1860	2	CacheMisses	1
1860	3	CacheHits	0
1860	3	CacheMisses	0
1860	4	CacheHits	0
1860	4	CacheMisses	0
1860	5	CacheHits	0
1860	5	CacheMisses	1
1860	6	CacheHits	0
1860	6	CacheMisses	1
1860	7	CacheHits	0
1860	7	CacheMisses	1
1860	8	CacheHits	0
1860	8	CacheMisses	1
1861	0	CacheHits	0
1861	0	CacheMisses	0
1861	1	CacheHits	0
1861	1	CacheMisses	0
1861	2	CacheHits	0
1861	2	CacheMisses	1
1861	3	CacheHits	0
1861	3	CacheMisses	0
1861	4	CacheHits	0
1861	4	CacheMisses	0
1861	5	CacheHits	0
1861	5	CacheMisses	1
1861	6	CacheHits	0
1861	6	CacheMisses	1
1861	7	CacheHits	0
1861	7	CacheMisses	1
1861	8	CacheHits	0
1861	8	CacheMisses	1
1862	0	CacheHits	0
1862	0	CacheMisses	0
1862	1	CacheHits	0
1862	1	CacheMisses	0
1862	2	CacheHits	0
1862	2	CacheMisses	1
1862	3	CacheHits	0
1862	3	CacheMisses	0
1862	4	CacheHits	0
1862	4	CacheMisses	0
1862	5	CacheHits	0
1862	5	CacheMisses	1
1862	6	CacheHits	0
1862	6	CacheMisses	1
1862	7	CacheHits	0
1862	7	CacheMisses	1
1862	8	CacheHits	0
1862	8	CacheMisses	1
1863	0	CacheHits	0
1863	0	CacheMisses	0
1863	1	CacheHits	0
1863	1	CacheMisses	0
1863	2	CacheHits	0
1863	2	CacheMisses	1
1863	3	CacheHits	0
1863	3	CacheMisses	0
1863	4	CacheHits	0
1863	4	CacheMisses	0
1863	5	CacheHits	0
1863	5	CacheMisses	1
1863	6	CacheHits	0
1863	6	CacheMisses	1
1863	7	CacheHits	0
1863	7	CacheMisses	1
1863	8	CacheHits	0
1863	8	CacheMisses	1
1864	0	CacheHits	0
1864	0	CacheMisses	0
1864	1	CacheHits	0
1864	1	CacheMisses	0
1864	2	CacheHits	0
1864	2	CacheMisses	1
1864	3	CacheHits	0
1864	3	CacheMisses	0
1864	4	CacheHits	0
1864	4	CacheMisses	0
1864	5	CacheHits	0
1864	5	CacheMisses	1
1864	6	CacheHits	0
1864	6	CacheMisses	1
1864	7	CacheHits	0
1864	7	CacheMisses	1
1864	8	CacheHits	0
1864	8	CacheMisses	1
1865	0	CacheHits	0
1865	0	CacheMisses	0
1865	1	CacheHits	0
1865	1	CacheMisses	0
1865	2	CacheHits	0
1865	2	CacheMisses	1
1865	3	CacheHits	0
1865	3	CacheMisses	0
1865	4	CacheHits	0
1865	4	CacheMisses	0
1865	5	CacheHits	0
1865	5	CacheMisses	1
1865	6	CacheHits	0
1865	6	CacheMisses	1
1865	7	CacheHits	0
1865	7	CacheMisses	1
1865	8	CacheHits	0
1865	8	CacheMisses	1
1866	0	CacheHits	0
1866	0	CacheMisses	0
1866	1	CacheHits	0
1866	1	CacheMisses	0
1866	2	CacheHits	0
1866	2	CacheMisses	1
1866	3	CacheHits	0
1866	3	CacheMisses	0
1866	4	CacheHits	0
1866	4	CacheMisses	0
1866	5	CacheHits	0
1866	5	CacheMisses	1
1866	6	CacheHits	0
1866	6	CacheMisses	1
1866	7	CacheHits	0
1866	7	CacheMisses	1
1866	8	CacheHits	0
1866	8	CacheMisses	1
1867	0	CacheHits	0
1867	0	CacheMisses	0
1867	1	CacheHits	0
1867	1	CacheMisses	0
1867	2	CacheHits	0
1867	2	CacheMisses	1
1867	3	CacheHits	0
1867	3	CacheMisses	0
1867	4	CacheHits	0
1867	4	CacheMisses	0
1867	5	CacheHits	0
1867	5	CacheMisses	1
1867	6	CacheHits	0
1867	6	CacheMisses	1
1867	7	CacheHits	0
1867	7	CacheMisses	1
1867	8	CacheHits	0
1867	8	CacheMisses	1
1868	0	CacheHits	0
1868	0	CacheMisses	0
1868	1	CacheHits	0
1868	1	CacheMisses	0
1868	2	CacheHits	0
1868	2	CacheMisses	1
1868	3	CacheHits	0
1868	3	CacheMisses	0
1868	4	CacheHits	0
1868	4	CacheMisses	0
1868	5	CacheHits	0
1868	5	CacheMisses	1
1868	6	CacheHits	0
1868	6	CacheMisses	1
1868	7	CacheHits	0
1868	7	CacheMisses	1
1868	8	CacheHits	0
1868	8	CacheMisses	1
1869	0	CacheHits	0
1869	0	CacheMisses	0
1869	1	CacheHits	0
1869	1	CacheMisses	0
1869	2	CacheHits	0
1869	2	CacheMisses	1
1869	3	CacheHits	0
1869	3	CacheMisses	0
1869	4	CacheHits	0
1869	4	CacheMisses	0
1869	5	CacheHits	0
1869	5	CacheMisses	1
1869	6	CacheHits	0
1869	6	CacheMisses	1
1869	7	CacheHits	0
1869	7	CacheMisses	1
1869	8	CacheHits	0
1869	8	CacheMisses	1
1870	0	CacheHits	0
1870	0	CacheMisses	0
1870	1	CacheHits	0
1870	1	CacheMisses	0
1870	2	CacheHits	0
1870	2	CacheMisses	1
1870	3	CacheHits	0
1870	3	CacheMisses	0
1870	4	CacheHits	0
1870	4	CacheMisses	0
1870	5	CacheHits	0
1870	5	CacheMisses	1
1870	6	CacheHits	0
1870	6	CacheMisses	1
1870	7	CacheHits	0
1870	7	CacheMisses	1
1870	8	CacheHits	0
1870	8	CacheMisses	1
1871	0	CacheHits	0
1871	0	CacheMisses	0
1871	1	CacheHits	0
1871	1	CacheMisses	0
1871	2	CacheHits	0
1871	2	CacheMisses	1
1871	3	CacheHits	0
1871	3	CacheMisses	0
1871	4	CacheHits	0
1871	4	CacheMisses	0
1871	5	CacheHits	0
1871	5	CacheMisses	1
1871	6	CacheHits	0
1871	6	CacheMisses	1
1871	7	CacheHits	0
1871	7	CacheMisses	1
1871	8	CacheHits	0
1871	8	CacheMisses	1
1872	0	CacheHits	0
1872	0	CacheMisses	0
1872	1	CacheHits	0
1872	1	CacheMisses	0
1872	2	CacheHits	0
1872	2	CacheMisses	1
1872	3	CacheHits	0
1872	3	CacheMisses	0
1872	4	CacheHits	0
1872	4	CacheMisses	0
1872	5	CacheHits	0
1872	5	CacheMisses	1
1872	6	CacheHits	0
1872	6	CacheMisses	1
1872	7	CacheHits	0
1872	7	CacheMisses	1
1872	8	CacheHits	0
1872	8	CacheMisses	1
1873	0	CacheHits	0
1873	0	CacheMisses	0
1873	1	CacheHits	0
1873	1	CacheMisses	0
1873	2	CacheHits	0
1873	2	CacheMisses	1
1873	3	CacheHits	0
1873	3	CacheMisses	0
1873	4	CacheHits	0
1873	4	CacheMisses	0
1873	5	CacheHits	0
1873	5	CacheMisses	1
1873	6	CacheHits	0
1873	6	CacheMisses	1
1873	7	CacheHits	0
1873	7	CacheMisses	1
1873	8	CacheHits	0
1873	8	CacheMisses	1
1874	0	CacheHits	0
1874	0	CacheMisses	0
1874	1	CacheHits	0
1874	1	CacheMisses	0
1874	2	CacheHits	0
1874	2	CacheMisses	1
1874	3	CacheHits	0
1874	3	CacheMisses	0
1874	4	CacheHits	0
1874	4	CacheMisses	0
1874	5	CacheHits	0
1874	5	CacheMisses	1
1874	6	CacheHits	0
1874	6	CacheMisses	1
1874	7	CacheHits	0
1874	7	CacheMisses	1
1874	8	CacheHits	0
1874	8	CacheMisses	1
1875	0	CacheHits	0
1875	0	CacheMisses	0
1875	1	CacheHits	0
1875	1	CacheMisses	0
1875	2	CacheHits	0
1875	2	CacheMisses	1
1875	3	CacheHits	0
1875	3	CacheMisses	0
1875	4	CacheHits	0
1875	4	CacheMisses	0
1875	5	CacheHits	0
1875	5	CacheMisses	1
1875	6	CacheHits	0
1875	6	CacheMisses	1
1875	7	CacheHits	0
1875	7	CacheMisses	1
1875	8	CacheHits	0
1875	8	CacheMisses	1
1876	0	CacheHits	0
1876	0	CacheMisses	0
1876	1	CacheHits	0
1876	1	CacheMisses	0
1876	2	CacheHits	0
1876	2	CacheMisses	1
1876	3	CacheHits	0
1876	3	CacheMisses	0
1876	4	CacheHits	0
1876	4	CacheMisses	0
1876	5	CacheHits	0
1876	5	CacheMisses	1
1876	6	CacheHits	0
1876	6	CacheMisses	1
1876	7	CacheHits	0
1876	7	CacheMisses	1
1876	8	CacheHits	0
1876	8	CacheMisses	1
1877	0	CacheHits	0
1877	0	CacheMisses	0
1877	1	CacheHits	0
1877	1	CacheMisses	0
1877	2	CacheHits	0
1877	2	CacheMisses	1
1877	3	CacheHits	0
1877	3	CacheMisses	0
1877	4	CacheHits	0
1877	4	CacheMisses	0
1877	5	CacheHits	0
1877	5	CacheMisses	1
1877	6	CacheHits	0
1877	6	CacheMisses	1
1877	7	CacheHits	0
1877	7	CacheMisses	1
1877	8	CacheHits	0
1877	8	CacheMisses	1
1878	0	CacheHits	0
1878	0	CacheMisses	0
1878	1	CacheHits	0
1878	1	CacheMisses	0
1878	2	CacheHits	0
1878	2	CacheMisses	1
1878	3	CacheHits	0
1878	3	CacheMisses	0
1878	4	CacheHits	0
1878	4	CacheMisses	0
1878	5	CacheHits	0
1878	5	CacheMisses	1
1878	6	CacheHits	0
1878	6	CacheMisses	1
1878	7	CacheHits	0
1878	7	CacheMisses	1
1878	8	CacheHits	0
1878	8	CacheMisses	1
1879	0	CacheHits	0
1879	0	CacheMisses	0
1879	1	CacheHits	0
1879	1	CacheMisses	0
1879	2	CacheHits	0
1879	2	CacheMisses	1
1879	3	CacheHits	0
1879	3	CacheMisses	0
1879	4	CacheHits	0
1879	4	CacheMisses	0
1879	5	CacheHits	0
1879	5	CacheMisses	1
1879	6	CacheHits	0
1879	6	CacheMisses	1
1879	7	CacheHits	0
1879	7	CacheMisses	1
1879	8	CacheHits	0
1879	8	CacheMisses	1
1880	0	CacheHits	0
1880	0	CacheMisses	0
1880	1	CacheHits	0
1880	1	CacheMisses	0
1880	2	CacheHits	0
1880	2	CacheMisses	1
1880	3	CacheHits	0
1880	3	CacheMisses	0
1880	4	CacheHits	0
1880	4	CacheMisses	0
1880	5	CacheHits	0
1880	5	CacheMisses	1
1880	6	CacheHits	0
1880	6	CacheMisses	1
1880	7	CacheHits	0
1880	7	CacheMisses	1
1880	8	CacheHits	0
1880	8	CacheMisses	1
1881	0	CacheHits	0
1881	0	CacheMisses	0
1881	1	CacheHits	0
1881	1	CacheMisses	0
1881	2	CacheHits	0
1881	2	CacheMisses	1
1881	3	CacheHits	0
1881	3	CacheMisses	0
1881	4	CacheHits	0
1881	4	CacheMisses	0
1881	5	CacheHits	0
1881	5	CacheMisses	1
1881	6	CacheHits	0
1881	6	CacheMisses	1
1881	7	CacheHits	0
1881	7	CacheMisses	1
1881	8	CacheHits	0
1881	8	CacheMisses	1
1882	0	CacheHits	0
1882	0	CacheMisses	0
1882	1	CacheHits	0
1882	1	CacheMisses	0
1882	2	CacheHits	0
1882	2	CacheMisses	1
1882	3	CacheHits	0
1882	3	CacheMisses	0
1882	4	CacheHits	0
1882	4	CacheMisses	0
1882	5	CacheHits	0
1882	5	CacheMisses	1
1882	6	CacheHits	0
1882	6	CacheMisses	1
1882	7	CacheHits	0
1882	7	CacheMisses	1
1882	8	CacheHits	0
1882	8	CacheMisses	1
1883	0	CacheHits	0
1883	0	CacheMisses	0
1883	1	CacheHits	0
1883	1	CacheMisses	0
1883	2	CacheHits	0
1883	2	CacheMisses	1
1883	3	CacheHits	0
1883	3	CacheMisses	0
1883	4	CacheHits	0
1883	4	CacheMisses	0
1883	5	CacheHits	0
1883	5	CacheMisses	1
1883	6	CacheHits	0
1883	6	CacheMisses	1
1883	7	CacheHits	0
1883	7	CacheMisses	1
1883	8	CacheHits	0
1883	8	CacheMisses	1
1884	0	CacheHits	0
1884	0	CacheMisses	0
1884	1	CacheHits	0
1884	1	CacheMisses	0
1884	2	CacheHits	0
1884	2	CacheMisses	1
1884	3	CacheHits	0
1884	3	CacheMisses	0
1884	4	CacheHits	0
1884	4	CacheMisses	0
1884	5	CacheHits	0
1884	5	CacheMisses	1
1884	6	CacheHits	0
1884	6	CacheMisses	1
1884	7	CacheHits	0
1884	7	CacheMisses	1
1884	8	CacheHits	0
1884	8	CacheMisses	1
1885	0	CacheHits	0
1885	0	CacheMisses	0
1885	1	CacheHits	0
1885	1	CacheMisses	0
1885	2	CacheHits	0
1885	2	CacheMisses	1
1885	3	CacheHits	0
1885	3	CacheMisses	0
1885	4	CacheHits	0
1885	4	CacheMisses	0
1885	5	CacheHits	0
1885	5	CacheMisses	1
1885	6	CacheHits	0
1885	6	CacheMisses	1
1885	7	CacheHits	0
1885	7	CacheMisses	1
1885	8	CacheHits	0
1885	8	CacheMisses	1
1886	0	CacheHits	0
1886	0	CacheMisses	0
1886	1	CacheHits	0
1886	1	CacheMisses	0
1886	2	CacheHits	0
1886	2	CacheMisses	1
1886	3	CacheHits	0
1886	3	CacheMisses	0
1886	4	CacheHits	0
1886	4	CacheMisses	0
1886	5	CacheHits	0
1886	5	CacheMisses	1
1886	6	CacheHits	0
1886	6	CacheMisses	1
1886	7	CacheHits	0
1886	7	CacheMisses	1
1886	8	CacheHits	0
1886	8	CacheMisses	1
1887	0	CacheHits	0
1887	0	CacheMisses	0
1887	1	CacheHits	0
1887	1	CacheMisses	0
1887	2	CacheHits	0
1887	2	CacheMisses	1
1887	3	CacheHits	0
1887	3	CacheMisses	0
1887	4	CacheHits	0
1887	4	CacheMisses	0
1887	5	CacheHits	0
1887	5	CacheMisses	1
1887	6	CacheHits	0
1887	6	CacheMisses	1
1887	7	CacheHits	0
1887	7	CacheMisses	1
1887	8	CacheHits	0
1887	8	CacheMisses	1
1888	0	CacheHits	0
1888	0	CacheMisses	0
1888	1	CacheHits	0
1888	1	CacheMisses	0
1888	2	CacheHits	0
1888	2	CacheMisses	1
1888	3	CacheHits	0
1888	3	CacheMisses	0
1888	4	CacheHits	0
1888	4	CacheMisses	0
1888	5	CacheHits	0
1888	5	CacheMisses	1
1888	6	CacheHits	0
1888	6	CacheMisses	1
1888	7	CacheHits	0
1888	7	CacheMisses	1
1888	8	CacheHits	0
1888	8	CacheMisses	1
1889	0	CacheHits	0
1889	0	CacheMisses	0
1889	1	CacheHits	0
1889	1	CacheMisses	0
1889	2	CacheHits	0
1889	2	CacheMisses	1
1889	3	CacheHits	0
1889	3	CacheMisses	0
1889	4	CacheHits	0
1889	4	CacheMisses	0
1889	5	CacheHits	0
1889	5	CacheMisses	1
1889	6	CacheHits	0
1889	6	CacheMisses	1
1889	7	CacheHits	0
1889	7	CacheMisses	1
1889	8	CacheHits	0
1889	8	CacheMisses	1
1890	0	CacheHits	0
1890	0	CacheMisses	0
1890	1	CacheHits	0
1890	1	CacheMisses	0
1890	2	CacheHits	0
1890	2	CacheMisses	1
